frame	ulx	uly	urx	ury	lrx	lry	llx	lly
frame00341.jpg 317.73 315.14 422.38 316.79 427.94 457.71 323.29 456.06
frame00342.jpg 317.65 315.35 421.85 316.08 427.73 456.64 323.53 455.91
frame00343.jpg 317.49 315.41 421.55 316.50 427.59 457.25 323.53 456.17
frame00344.jpg 317.42 315.44 421.72 316.59 427.64 457.15 323.34 456.00
frame00345.jpg 317.48 315.33 421.61 316.59 427.57 457.79 323.44 456.53
frame00346.jpg 317.34 315.19 422.55 316.76 428.99 458.45 323.78 456.87
frame00347.jpg 317.50 315.28 422.32 316.40 428.44 457.12 323.62 456.00
frame00348.jpg 317.53 315.25 422.36 316.61 428.16 457.61 323.33 456.25
frame00349.jpg 317.61 315.27 422.16 316.36 427.95 457.04 323.41 455.95
frame00350.jpg 317.62 315.21 422.10 316.75 427.90 457.95 323.42 456.41
frame00351.jpg 317.56 315.18 422.56 316.72 428.40 457.96 323.40 456.42
frame00352.jpg 317.67 315.25 421.97 316.65 427.61 457.41 323.31 456.01
frame00353.jpg 317.53 315.18 422.22 317.21 428.18 458.53 323.49 456.50
frame00354.jpg 317.50 315.32 421.80 316.72 427.68 457.96 323.38 456.56
frame00355.jpg 317.39 315.35 422.42 315.94 428.83 457.02 323.79 456.43
frame00356.jpg 317.32 315.48 421.97 315.83 428.61 456.59 323.96 456.24
frame00357.jpg 317.27 315.45 422.20 316.26 428.68 457.06 323.75 456.25
frame00358.jpg 317.29 315.64 421.42 315.96 427.66 456.60 323.53 456.28
frame00359.jpg 317.22 315.65 421.35 315.72 427.78 456.52 323.66 456.45
frame00360.jpg 317.23 315.81 420.97 316.26 426.81 456.50 323.07 456.05
frame00361.jpg 316.99 315.76 421.64 316.21 428.40 456.97 323.75 456.52
frame00362.jpg 316.88 315.85 421.36 317.00 427.36 458.04 322.88 456.89
frame00363.jpg 316.62 316.06 421.38 316.69 428.10 457.89 323.34 457.26
frame00364.jpg 316.38 316.25 421.24 316.77 428.12 457.53 323.26 457.01
frame00365.jpg 316.27 316.38 420.33 316.98 427.25 458.22 323.19 457.62
frame00366.jpg 316.23 316.55 420.36 316.38 427.12 456.93 322.99 457.11
frame00367.jpg 316.12 316.38 420.35 316.56 427.63 458.08 323.40 457.90
frame00368.jpg 316.03 316.48 420.57 316.58 427.78 457.94 323.23 457.84
frame00369.jpg 316.03 316.62 420.37 316.51 427.37 457.35 323.03 457.46
frame00370.jpg 315.82 316.66 420.43 316.49 427.95 457.96 323.34 458.14
frame00371.jpg 315.60 316.61 420.49 317.97 428.29 459.77 323.40 458.41
frame00372.jpg 315.57 316.87 420.60 317.43 428.08 458.27 323.05 457.71
frame00373.jpg 315.38 316.92 420.52 318.22 428.12 459.42 322.98 458.12
frame00374.jpg 315.25 317.01 420.56 318.20 428.56 459.36 323.25 458.17
frame00375.jpg 315.22 317.10 420.71 317.62 428.99 458.22 323.50 457.70
frame00376.jpg 315.16 316.99 420.54 317.83 429.06 459.03 323.68 458.19
frame00377.jpg 315.28 317.08 420.77 317.64 428.65 458.32 323.16 457.76
frame00378.jpg 315.29 316.96 420.67 318.33 428.55 459.45 323.17 458.08
frame00379.jpg 315.32 316.96 420.88 317.87 428.72 458.91 323.16 458.00
frame00380.jpg 315.14 317.02 420.84 317.76 429.40 458.92 323.70 458.18
frame00381.jpg 315.29 317.12 420.50 317.72 428.14 458.51 322.93 457.92
